"Question","Réponse","Expertise","Sous - expertise","Like","Created Date","Updated Date","Owner","Title","ID","Created Date","Updated Date","Owner"
"Qu’est-ce que le travail dissimulé et comment s’en prémunir ?","Le travail dissimulé (« travail au noir ») est une infraction définie aux articles L.8221-1 et suivants du Code du travail : elle sanctionne toute non-déclaration d'activité ou d'emploi salarié — absence de DPAE, bulletins de paie falsifiés, faux statut d'indépendant dissimulant un lien de subordination. Les peines encourues atteignent 3 ans d'emprisonnement et 45 000 € d'amende, auxquels s'ajoutent un redressement URSSAF et l'exclusion des aides publiques.

Pour s'en prémunir, plusieurs réflexes s'imposent : respecter scrupuleusement les obligations déclaratives (DPAE, fiches de paie, durée du travail), éviter les qualifications artificielles (indépendants, stagiaires, bénévoles), et auditer régulièrement vos pratiques RH.

Dès réception d'un avis de contrôle URSSAF, l'assistance d'un avocat pénaliste permet d'organiser la défense, d'établir l'absence d'intentionnalité ou d'activer une délégation de pouvoirs valide.","[""Droit pénal des affaires""]","[""URSSAF""]",1,2025-06-25T12:21:24Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"0a3cca76-5985-41d0-bcac-b83581e3a46b",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelle est la différence entre la préméditation et l'intention ? ","Lʼintention est la volonté consciente de commettre une infraction : elle conditionne la caractérisation des infractions intentionnelles comme le meurtre (art. 221-1 du Code pénal) ou le vol (art. 311-1 du Code pénal). La préméditation, définie à lʼarticle 132-72 du Code pénal, est le dessein formé avant lʼaction de commettre un crime ou un délit déterminé. Elle nʼest pas un élément constitutif de lʼinfraction, mais une circonstance aggravante.

Concrètement, la préméditation aggrave notamment :
— le meurtre (art. 221-3)
— lʼempoisonnement (art. 221-5)
— les tortures et actes de barbarie (art. 222-3, 9°)
— les violences ayant entraîné la mort sans intention de la donner (art. 222-8, 9°)
— les violences ayant entraîné une mutilation ou une infirmité permanente (art. 222-10, 9°)
— les violences ayant entraîné une ITT supérieure à huit jours (art. 222-12, 9°)
— les violences nʼayant pas entraîné une telle incapacité (art. 222-13, 9°).","[""Droit Pénal""]","[""Préméditation""]",1,2025-01-21T11:40:13Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"0aeb937b-494c-4080-b672-f435523111f7",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment un avocat en droit des assurances vous accompagne-t-il du contrat au procès ?","Un avocat spécialisé en droit des assurances intervient à chaque étape : analyse et négociation du contrat avant sa signature, gestion du sinistre face à l'assureur, puis procédure judiciaire si le litige persiste. Cet accompagnement global protège vos intérêts de la souscription jusqu'à l'indemnisation définitive.

À la phase pré-contractuelle, il examine les clauses sensibles — exclusions, déchéances, nullité pour fausse déclaration — et négocie les garanties adaptées à votre situation.

En cas de sinistre, il assiste à la déclaration, négocie directement avec l'assureur pour obtenir un règlement amiable et conteste toute décision injustifiée : refus de garantie, clause abusive, déchéance non prouvée.

Si la voie amiable échoue, il rédige les actes de procédure et vous défend devant le tribunal compétent, en veillant au respect des délais légaux — notamment le délai de prescription biennal prévu à l'article L. 114-1 du Code des assurances.","[""Droit des assurances particuliers et professionnels""]","[""Stratégie judiciaire""]",1,2025-02-10T14:57:40Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"0bece60e-8e54-4367-8af6-a2b29c5b4f83",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Peut-on être condamné pour crime sans preuve matérielle ?","Oui. En matière criminelle, la loi nʼexige pas de preuve matérielle formelle : la Cour dʼassises statue selon son intime conviction, principe posé par lʼarticle 353 du Code de procédure pénale. Une condamnation peut reposer uniquement sur des témoignages, des aveux ou un faisceau dʼindices graves et concordants, sans pièce à conviction physique.

Lʼaccusé bénéficie toutefois de la présomption dʼinnocence (article 9 de la Déclaration des droits de lʼhomme, article préliminaire du CPP) : le doute doit profiter à lʼaccusé. Si les preuves sont fragiles ou contradictoires, cʼest à la défense de mettre en lumière les incohérences du dossier pour créer ce doute raisonnable.

Devant la Cour criminelle départementale, qui juge désormais la majorité des crimes punis de 15 à 20 ans, ce sont des magistrats professionnels qui délibèrent — ce qui renforce lʼexigence de motivation du verdict.","[""Procès criminel""]","[""Crimes""]",1,2025-01-28T14:33:17Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"0c75cc58-166b-470c-82a3-ac5cc907aa63",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment protéger ses droits lors d'un achat en ligne dans l'Union européenne ?","En cas de litige avec un vendeur établi dans un autre pays de l'UE, plusieurs recours existent sans passer par un tribunal. La plateforme ODR (Online Dispute Resolution) de la Commission européenne permet de traiter le différend en ligne. Le Centre Européen des Consommateurs France (CEC) accompagne gratuitement les consommateurs dans ces démarches.

Avant tout achat, conservez une copie des conditions générales de vente, des échanges et des confirmations de commande. En cas de problème, commencez par contacter le vendeur par écrit, puis envoyez une mise en demeure si nécessaire.

Vos droits clés : droit de rétractation de 14 jours sans justification ; garantie légale de conformité et garantie des vices cachés (réparation, remplacement ou annulation) ; protection des données personnelles avec recours possible auprès de la CNIL.

En dernier recours, le règlement européen sur les petites créances (CE n° 861/2007) permet une procédure judiciaire simplifiée pour les litiges jusqu'à 5 000 €.","[""Droit du consommateur""]","[""Cas particuliers""]",1,2025-02-12T15:59:26Z,2026-04-28T14:24:17Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"0cf409a7-d34b-4f72-9136-8e278a0c4461",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Que faire en cas d'accident de la vie courante avec un tiers impliqué ? ","Lorsqu'un tiers est impliqué dans un accident de la vie courante, c'est son assurance responsabilité civile qui prend en charge votre indemnisation. Encore faut-il établir sa responsabilité : l'assureur conteste parfois sa garantie en niant toute faute de son assuré.

La responsabilité du tiers peut être engagée sur plusieurs fondements :

— Pour faute (articles 1240 et 1241 du Code civil) : défaut d'entretien d'un sol glissant, absence de signalisation du danger, défaut de prudence lors d'une activité sportive, animal mal surveillé, produit défectueux…

— Du fait des choses (article 1242, alinéa 1 du Code civil) : le gardien d'une chose qui cause un dommage en est responsable.

— Du fait des animaux (article 1243) ou des bâtiments en ruine (article 1244).

— Du fait du préposé (article 1242, alinéa 5) ou des enfants mineurs (article 1242, alinéa 4).

Identifier le bon régime de responsabilité conditionne la stratégie d'indemnisation : un avocat peut vous aider à réunir les preuves et à contester un refus de garantie.","[""Accidents de la vie courante""]","[""Tiers responsable""]",1,2025-03-19T09:23:43Z,2025-06-25T12:24:52Z,"07454f1f-c54a-4308-b897-19be554db88a",,"0d1a769d-aba0-4a53-97d8-e15469e832d3",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qu'est-ce que l'obligation d'information du médecin envers son patient ?
","L'obligation d'information médicale est le droit de tout patient d'être informé de son état de santé, des investigations et traitements proposés, de leur utilité, de leurs risques fréquents ou graves normalement prévisibles, des alternatives thérapeutiques et des conséquences prévisibles d'un éventuel refus.

Cette obligation est prévue par l'article L. 1111-2 du Code de la santé publique. Elle s'impose à tout professionnel de santé et doit être délivrée en termes accessibles, par un entretien individuel. L'information est présumée non délivrée si le médecin ne peut en rapporter la preuve.

En cas de manquement, le patient peut obtenir réparation du préjudice de perte de chance ou du préjudice moral lié à l'absence de consentement éclairé.","[""Accidents et erreurs médicales""]","[""Obligation d'information""]",1,2025-02-08T22:23:08Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"11059019-2cb7-421c-b0f9-c87bd59fb5b5",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment un avocat construit-il une stratégie judiciaire en droit des assurances ?","En droit des assurances, la stratégie judiciaire commence par une analyse du contrat, des déclarations de sinistre et des pièces justificatives pour identifier les clauses litigieuses et les manquements de l'assureur. L'avocat évalue ensuite les chances de succès au regard de la jurisprudence et des textes du Code des assurances et du Code civil, avant d'exposer au client les risques et avantages d'une procédure.

Une tentative de résolution amiable est privilégiée en premier lieu. Si la négociation échoue, l'avocat choisit la procédure adaptée : référé en cas d'urgence, action en responsabilité contractuelle, ou recours en garantie selon la nature du litige. Il veille au strict respect des délais de prescription — deux ans en matière d'assurance (article L. 114-1 du Code des assurances) — et constitue le dossier probant (contrats, correspondances, expertises, témoignages) avant de rédiger les actes de procédure.","[""Droit des assurances particuliers et professionnels""]","[""Stratégie judiciaire""]",1,2025-02-10T14:57:40Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"119367de-ad9c-4172-af40-3f15449f34f0",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qui peut bénéficier d'une pension alimentaire et dans quelles situations ?","La pension alimentaire peut être versée à un enfant mineur ou majeur encore à charge, à un ex-époux dans le besoin, ou à un parent âgé. Elle est due dès lors qu'un lien de parenté ou d'alliance existe et que le bénéficiaire ne peut subvenir à ses besoins seul (article 205 et suivants du Code civil).

Pour les enfants, elle est fixée par le juge aux affaires familiales en fonction des ressources de chaque parent et des besoins de l'enfant — un barème indicatif publié par le ministère de la Justice sert de référence. Elle reste due tant que l'enfant n'est pas financièrement autonome, même après sa majorité.

Pour un ex-époux, la pension alimentaire peut être ordonnée durant la procédure de divorce (contribution aux charges du mariage), puis remplacée par une prestation compensatoire une fois le divorce prononcé.

Elle peut être révisée à tout moment en cas de changement de situation : perte d'emploi, remariage, évolution des besoins de l'enfant. La demande de révision se fait auprès du juge aux affaires familiales.","[""Droit de la famille""]","[""Pension alimentaire""]",1,2025-02-18T15:21:11Z,2025-09-22T12:43:49Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"15ae19a1-d500-41b6-9d2d-4d9984f25db5",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment la France lutte-t-elle contre le trafic de stupéfiants ?","La France lutte contre le trafic de stupéfiants par une stratégie combinant répression, coopération internationale et saisie des avoirs. L'OFAST (Office anti-stupéfiants) coordonne police, gendarmerie, douanes et Marine nationale, tandis que la MILDECA assure la cohérence interministérielle de la politique antidrogue.

Sur le plan répressif, les juridictions interrégionales spécialisées (JIRS) traitent les affaires de grande criminalité. L'amende forfaitaire délictuelle pour usage de stupéfiants (200 €) libère des capacités judiciaires pour cibler les réseaux. La saisie des avoirs criminels, via l'AGRASC, prive les trafiquants de leurs ressources.

À l'international, la France collabore avec l'ONUDC et ses partenaires européens. La Marine nationale opère des saisies en haute mer dans ce cadre. Une campagne de sensibilisation lancée en 2024, financée par les fonds confisqués, vise à responsabiliser les consommateurs.","[""Trafic de stupéfiants""]","[""Trafic en France""]",2,2025-02-17T15:05:35Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"17c2d07e-01f3-481d-8bd2-428429e88f50",2026-04-29T09:36:23Z,2026-04-29T20:36:15Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles sont les obligations légales des fournisseurs de services (télécom, énergie, eau) envers leurs clients ?","Les prestataires de services essentiels — télécoms, énergie, eau — sont soumis à des obligations strictes de transparence, de qualité et de facturation fixées par le Code de la consommation et les régulateurs sectoriels (ARCEP pour les télécoms, CRE pour l'énergie).

Avant la signature du contrat, le prestataire doit communiquer clairement ses coordonnées, les modalités de paiement et d'exécution, les garanties applicables et les procédures de réclamation. Toute modification ultérieure doit vous être notifiée.

La facture doit mentionner le nom et l'adresse des parties, la date de prestation, le détail des services et le montant total. Pour l'électricité et le gaz, elle précise en plus la part d'acheminement, le mix énergétique et un historique annuel de consommation.

En cas de litige, adressez d'abord une réclamation par courrier recommandé. Sans réponse satisfaisante sous deux mois, vous pouvez saisir gratuitement le médiateur sectoriel compétent.

Avant toute coupure pour impayé, le fournisseur doit envoyer un rappel 14 jours après la facture, puis un avertissement au moins 20 jours avant l'interruption, en vous informant des aides disponibles comme le Fonds de Solidarité pour le Logement (FSL).","[""Droit du consommateur""]","[""Services abonnements""]",1,2025-02-12T15:57:39Z,2026-04-28T13:49:25Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"18f254ef-42ca-4594-9e34-2d2934f6d2cb",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles sont les conséquences indemnisables pour un grand blessé ?","Les séquelles d'un grand blessé sont indemnisables selon trois dimensions : physiques, cognitives et psychologiques. Chacune ouvre droit à des postes de préjudice distincts, évalués par expertise médicale contradictoire.

Conséquences physiques : paralysie totale ou partielle, douleurs chroniques, hypersensibilité, perte de mobilité — indemnisées notamment au titre du déficit fonctionnel permanent (DFP) et des souffrances endurées.

Conséquences cognitives : troubles de la mémoire, déficit attentionnel, incapacité à traiter des informations complexes — indemnisées au titre du préjudice professionnel et de la perte d'autonomie.

Conséquences psychologiques : dépression, anxiété chronique, isolement social, perte de repères — indemnisées au titre du préjudice d'agrément et du préjudice moral.

L'expertise médicale, idéalement accompagnée par un médecin-conseil de recours, est déterminante pour chiffrer chaque poste et éviter une sous-indemnisation.","[""Accidents de la route""]","[""Grands blessés""]",1,2025-07-23T19:56:21Z,2025-07-23T20:02:13Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"19c9fda8-c9ad-4561-adca-8be91e8f2b4f",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qu'est-ce que la consolidation en droit médical ?","La consolidation est le moment où l'état de santé de la victime est considéré comme stabilisé : les lésions ne sont plus susceptibles d'évolution significative, et les séquelles permanentes sont fixées. C'est à partir de cette date que l'indemnisation définitive peut être calculée.

Avant la consolidation, seuls les préjudices temporaires sont indemnisables (arrêt de travail, soins, assistance). Après, les préjudices permanents entrent en jeu : déficit fonctionnel permanent (DFP), préjudice esthétique, perte de gains professionnels futurs.

La date de consolidation est établie par expertise médicale — amiable ou judiciaire. En cas d'accident médical, c'est souvent l'ONIAM ou un expert judiciaire qui la fixe. Elle conditionne directement le montant de l'indemnisation.","[""Accidents et erreurs médicales"",""Accidents de la route"",""Accidents de la vie courante""]","[""Consolidation""]",2,2025-02-08T23:27:57Z,2025-07-31T13:54:41Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"19cd15b2-1768-4476-acfd-71934815a11c",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
